0	0.0062247
1	0.000235794
2	0.000199327
3	0.000226474
4	0.00023287
5	0.000202289
6	0.000175388
7	0.000263193
8	0.000230654
9	0.000604441
10	0.000135611
11	5.23857e-05
12	5.23857e-05
13	0.000333184
14	0.000282753
15	5.23857e-05
16	0.00013363
17	0.000254675
18	5.23857e-05
19	0.000372399
20	0.000287176
21	0.000696493
22	0.000164049
23	0.000397123
24	0.000227247
25	0.000803954
26	0.000697864
27	9.88122e-05
28	0.000250154
29	0.00019209
30	0.000213029
31	0.000299862
32	0.000145588
33	9.11056e-05
34	9.17122e-05
35	7.26962e-05
36	0.000183872
37	5.23857e-05
38	0.000141466
39	0.000195488
40	0.000498277
41	0.000455477
42	9.11056e-05
43	5.23857e-05
44	0.000134701
45	0.000160317
46	0.000130362
47	7.99092e-05
48	0.00029256
49	0.000153714
50	0.000153353
51	0.000139634
52	8.14213e-05
53	0.000414395
54	0.000134449
55	0.000198696
56	0.000810043
57	0.000213041
58	0.00021131
59	0.000225464
60	0.000118311
61	9.83849e-05
62	0.000296029
63	9.792e-05
64	0.000141625
65	0.000160788
66	0.000180006
67	0.000778318
68	0.000209526
69	0.000141523
70	7.61426e-05
71	0.000100414
72	0.000275122
73	0.000157933
74	5.23857e-05
75	0.000176904
76	8.2406e-05
77	0.000120579
78	0.00021177
79	0.000153632
80	0.000313436
81	0.000106665
82	0.000387405
83	0.000139634
84	0.000191106
85	0.000183653
86	0.000148425
87	0.000173011
88	0.000284564
89	0.000222833
90	8.85554e-05
91	0.000230654
92	0.000287109
93	0.000180637
94	0.000297637
95	0.000175921
96	0.000146273
97	0.000108387
98	0.0005044
99	0.00029165
100	0.00017366
101	0.00026522
102	0.000150232
103	0.000189084
104	0.000348971
105	0.000182021
106	0.000127726
107	0.00688838
108	0.000199169
109	0.000404137
110	0.000151695
111	0.000287986
112	9.9485e-05
113	0.00042496
114	5.23857e-05
115	0.000408622
116	0.000318456
117	0.000112542
118	0.000400611
119	0.000733312
120	8.96844e-05
121	0.000172474
122	0.000664766
123	0.000209963
124	0.000111412
125	7.58336e-05
126	0.000127172
127	0.000242207
128	0.000308681
129	0.000123465
130	0.000229919
131	0.000169308
132	0.000209198
133	0.000236451
134	0.00022048
135	0.00017056
136	0.000633772
137	0.000323928
138	7.21694e-05
139	0.000154247
140	0.000216081
141	0.000314054
142	0.000454255
143	0.000286737
144	0.00028524
145	8.85554e-05
146	0.000144544
147	0.000175388
148	0.000247378
149	0.000266354
150	0.000192483
